"b1-nummer","achternaam","voorletters","voorna(a)m(en)","roepnaam","prepositie","geslacht","partij(en)/fractie(s)","functie","bijzondere functie(s)","post(en) in kabinet(ten)","naam kabinet(ten)","begin periode","einde periode","url"
"02880","Hoeven","M.J.A.","Maria Josephina Arnoldina","Maria","van der","v","CDA","minister","","Economische Zaken","vierde kabinet-Balkenende","2010-02-23","2010-10-13","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpdhhzz"
"02880","Hoeven","M.J.A.","Maria Josephina Arnoldina","Maria","van der","v","CDA","minister","","Onderwijs, Cultuur en Wetenschap(pen)","derde kabinet-Balkenende","2006-07-07","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpdhhzz"
"02880","Hoeven","M.J.A.","Maria Josephina Arnoldina","Maria","van der","v","CDA","minister","","Onderwijs, Cultuur en Wetenschap(pen)","eerste kabinet-Balkenende","2002-07-22","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpdhhzz"
"02880","Hoeven","M.J.A.","Maria Josephina Arnoldina","Maria","van der","v","CDA","minister","","Onderwijs, Cultuur en Wetenschap(pen)","tweede kabinet-Balkenende","2003-05-27","2006-07-06","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpdhhzz"
"02881","Leers","G.B.M.","Gerardus Bernardus Maria","Gerd","","m","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpegh1s"
"02881","Leers","G.B.M.","Gerardus Bernardus Maria","Gerd","","m","CDA","2e kamerlid","","","","1998-05-19","2002-01-31","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpegh1s"
"02881","Leers","G.B.M.","Gerardus Bernardus Maria","Gerd","","m","CDA","minister","","minister voor Immigratie en Asiel","eerste kabinet-Rutte","2010-10-14","2011-12-15","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpegh1s"
"02881","Leers","G.B.M.","Gerardus Bernardus Maria","Gerd","","m","CDA","minister","","minister voor Immigratie, Integratie en Asiel","eerste kabinet-Rutte","2011-12-16","2012-11-04","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpegh1s"
"02883","Gabor","J.D.","Jenö Dzsingisz","Dzsingisz","","m","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpegh1u"
"02884","Sipkes","L.","Leoni","Leoni","","v","GroenLinks","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpfmgpc"
"02885","Graaf","J.","Jan","Jan","de","m","CDA","1e kamerlid","","","","2007-03-06","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpfmgpd"
"02886","Hillen","J.S.J.","Johannes Stefanus Joseph","Hans","","m","CDA","1e kamerlid","","","","2007-06-12","2010-10-13","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpglgpe"
"02886","Hillen","J.S.J.","Johannes Stefanus Joseph","Hans","","m","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpglgpe"
"02886","Hillen","J.S.J.","Johannes Stefanus Joseph","Hans","","m","CDA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpglgpe"
"02886","Hillen","J.S.J.","Johannes Stefanus Joseph","Hans","","m","CDA","minister","","Defensie","eerste kabinet-Rutte","2010-10-14","2012-11-04","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpglgpe"
"02887","Heemst","E.P.","Erik Peter","Peter","van","m","PvdA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpglgpf"
"02887","Heemst","E.P.","Erik Peter","Peter","van","m","PvdA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpglgpf"
"02887","Heemst","E.P.","Erik Peter","Peter","van","m","PvdA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpglgpf"
"02887","Heemst","E.P.","Erik Peter","Peter","van","m","PvdA","2e kamerlid","","","","2003-01-30","2006-05-16","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpglgpf"
"02889","Hoof","H.A.L.","Hendrikus Andreas Lambertus","Henk","van","m","VVD","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llphrgph"
"02889","Hoof","H.A.L.","Hendrikus Andreas Lambertus","Henk","van","m","VVD","2e kamerlid","","","","1998-05-19","1998-08-02","http://www.parlementairdocumentatiecentrum.nl/id/vg09llphrgph"
"02889","Hoof","H.A.L.","Hendrikus Andreas Lambertus","Henk","van","m","VVD","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llphrgph"
"02889","Hoof","H.A.L.","Hendrikus Andreas Lambertus","Henk","van","m","VVD","staatssecretaris","","Defensie","tweede kabinet-Kok","1998-08-03","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llphrgph"
"02889","Hoof","H.A.L.","Hendrikus Andreas Lambertus","Henk","van","m","VVD","staatssecretaris","","Sociale Zaken en Werkgelegenheid","derde kabinet-Balkenende","2006-07-07","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llphrgph"
"02889","Hoof","H.A.L.","Hendrikus Andreas Lambertus","Henk","van","m","VVD","staatssecretaris","","Sociale Zaken en Werkgelegenheid","tweede kabinet-Balkenende","2004-06-17","2006-07-06","http://www.parlementairdocumentatiecentrum.nl/id/vg09llphrgph"
"02891","Boer","W.Th.","Willem Theo","Wim","de","m","GroenLinks","1e kamerlid","fractievoorzitter","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpiqfs6"
"02891","Boer","W.Th.","Willem Theo","Wim","de","m","GroenLinks","1e kamerlid","fractievoorzitter","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpiqfs6"
"02893","Eisses-Timmerman","K.","Klaasje","Klaasje","","v","CDA","2e kamerlid","","","","1998-05-19","2001-04-26","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpiqfs8"
"02894","Luimstra-Albeda","M.","Mintje","Minny","","v","CDA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpjwfs9"
"02895","Ojik","A.","Abraham","Bram","van","m","GroenLinks","2e kamerlid","fractievoorzitter","","","2012-09-20","2015-05-19","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpkvfsa"
"02896","Verbugt","P.J.L.","Petronella Johanna Leonarda","Nellie","","v","VVD","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpkvfsb"
"02896","Verbugt","P.J.L.","Petronella Johanna Leonarda","Nellie","","v","VVD","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpkvfsb"
"02896","Verbugt","P.J.L.","Petronella Johanna Leonarda","Nellie","","v","VVD","2e kamerlid","","","","2002-07-26","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpkvfsb"
"02897","Mulder-van Dam","P.A.L.","Petronella Anna Leopoldina","Nel","","v","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpkvfsc"
"02900","Apotheker","H.H.","Harm Haijo","Hayo","","m","D66","minister","","Landbouw, Natuurbeheer en Visserij","tweede kabinet-Kok","1998-08-03","1999-06-06","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpm1esz"
"02901","Peper","A.","Abraham","Bram","","m","PvdA","minister","","Binnenlandse Zaken en Koninkrijksrelaties","tweede kabinet-Kok","1998-08-03","2000-03-12","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpn0et0"
"02902","Hindriks","D.V.","Diederik Volkert","Rik","","m","PvdA","2e kamerlid","","","","1999-06-01","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpn0et1"
"02903","Benschop","D.A.","Dick Anne","Dick","","m","PvdA","2e kamerlid","","","","2002-05-23","2002-08-31","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpo6et2"
"02903","Benschop","D.A.","Dick Anne","Dick","","m","PvdA","staatssecretaris","","Buitenlandse Zaken","tweede kabinet-Kok","1998-08-03","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpo6et2"
"02904","Woltjer","E.P.","Eisso Pieter","Eisso","","m","PvdA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpo6et3"
"02905","Faber","G.H.","Geesje Hendrika","Geke","","v","PvdA","staatssecretaris","","Landbouw, Natuurbeheer en Visserij","tweede kabinet-Kok","1998-08-03","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpp5dvr"
"02906","Verstand-Bogaert","A.E.","Anna Elisabeth","Annelies","","v","D66","staatssecretaris","","Sociale Zaken en Werkgelegenheid","tweede kabinet-Kok","1998-08-03","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpp5dvs"
"02907","Vries","G.M.","Gijsbert Marius","Gijs","de","m","VVD","2e kamerlid","","","","2002-05-23","2002-10-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpqbdvt"
"02907","Vries","G.M.","Gijsbert Marius","Gijs","de","m","VVD","staatssecretaris","","Binnenlandse Zaken en Koninkrijksrelaties","tweede kabinet-Kok","1998-08-03","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpqbdvt"
"02918","Haan","H.","Hendrik","Henk","de","m","CDA","2e kamerlid","","","","1996-12-03","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpsgcwj"
"02918","Haan","H.","Hendrik","Henk","de","m","CDA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpsgcwj"
"02918","Haan","H.","Hendrik","Henk","de","m","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpsgcwj"
"02918","Haan","H.","Hendrik","Henk","de","m","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpsgcwj"
"02919","Ruers","R.F.","Robert Frank","Bob","","m","SP","1e kamerlid","","","","2006-12-12","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpsgcwk"
"02919","Ruers","R.F.","Robert Frank","Bob","","m","SP","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpsgcwk"
"02919","Ruers","R.F.","Robert Frank","Bob","","m","SP","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpsgcwk"
"02919","Ruers","R.F.","Robert Frank","Bob","","m","SP","1e kamerlid","fractievoorzitter","","","1998-05-19","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpsgcwk"
"02919","Ruers","R.F.","Robert Frank","Bob","","m","SP","1e kamerlid","fractievoorzitter","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpsgcwk"
"02920","Verhagen","M.J.M.","Maxime Jacques Marcel","Maxime","","m","CDA","2e kamerlid","","","","1994-05-17","1998-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vg09llptfcwl"
"02920","Verhagen","M.J.M.","Maxime Jacques Marcel","Maxime","","m","CDA","2e kamerlid","","","","1998-05-19","2002-05-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llptfcwl"
"02920","Verhagen","M.J.M.","Maxime Jacques Marcel","Maxime","","m","CDA","2e kamerlid","","","","2006-11-30","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg09llptfcwl"
"02920","Verhagen","M.J.M.","Maxime Jacques Marcel","Maxime","","m","CDA","2e kamerlid","fractievoorzitter","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llptfcwl"
"02920","Verhagen","M.J.M.","Maxime Jacques Marcel","Maxime","","m","CDA","2e kamerlid","fractievoorzitter","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg09llptfcwl"
"02920","Verhagen","M.J.M.","Maxime Jacques Marcel","Maxime","","m","CDA","2e kamerlid","fractievoorzitter","","","2010-06-17","2010-10-13","http://www.parlementairdocumentatiecentrum.nl/id/vg09llptfcwl"
"02920","Verhagen","M.J.M.","Maxime Jacques Marcel","Maxime","","m","CDA","minister","","Buitenlandse Zaken","vierde kabinet-Balkenende","2007-02-22","2010-02-22","http://www.parlementairdocumentatiecentrum.nl/id/vg09llptfcwl"
"02920","Verhagen","M.J.M.","Maxime Jacques Marcel","Maxime","","m","CDA","minister","","Economische Zaken, Landbouw en Innovatie","eerste kabinet-Rutte","2010-10-14","2012-11-04","http://www.parlementairdocumentatiecentrum.nl/id/vg09llptfcwl"
"02920","Verhagen","M.J.M.","Maxime Jacques Marcel","Maxime","","m","CDA","minister","","Viceminister-president","eerste kabinet-Rutte","2010-10-14","2012-11-04","http://www.parlementairdocumentatiecentrum.nl/id/vg09llptfcwl"
"02920","Verhagen","M.J.M.","Maxime Jacques Marcel","Maxime","","m","CDA","minister","","minister voor Ontwikkelingssamenwerking","vierde kabinet-Balkenende","2010-02-23","2010-10-13","http://www.parlementairdocumentatiecentrum.nl/id/vg09llptfcwl"
"02921","Grewel","A.","Annemarie","Annemarie","","v","PvdA","1e kamerlid","","","","1995-06-13","1998-02-26","http://www.parlementairdocumentatiecentrum.nl/id/vg09llptfcwm"
"02922","Haze Winkelman","R.A.E.","Robert Alexander Emile","Robert","de","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpulcwn"
"02923","Hessing","R.Ch.","Rudolf Christiaan","Ruud","","m","D66","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpvkbzb"
"02923","Hessing","R.Ch.","Rudolf Christiaan","Ruud","","m","D66","1e kamerlid","","","","1999-10-05","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpvkbzb"
"02924","Hofstede","H.","Hendrik","Henk","","m","CDA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpvkbzc"
"02924","Hofstede","H.","Hendrik","Henk","","m","CDA","1e kamerlid","","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpvkbzc"
"02925","Jager","A.","Adriaan","Ad","de","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpwqbzd"
"02925","Jager","A.","Adriaan","Ad","de","m","VVD","1e kamerlid","","","","2000-04-11","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpwqbzd"
"02926","Ketting","N.G.","Nicolaas Guus","Niek","","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpwqbze"
"02926","Ketting","N.G.","Nicolaas Guus","Niek","","m","VVD","1e kamerlid","","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpwqbze"
"02926","Ketting","N.G.","Nicolaas Guus","Niek","","m","VVD","1e kamerlid","","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpwqbze"
"02927","Linthorst","M.Y.","Maria Ynskje","Marijke","","v","PvdA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpxpbzf"
"02927","Linthorst","M.Y.","Maria Ynskje","Marijke","","v","PvdA","1e kamerlid","","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpxpbzf"
"02927","Linthorst","M.Y.","Maria Ynskje","Marijke","","v","PvdA","1e kamerlid","","","","2007-06-12","2011-06-06","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpxpbzf"
"02927","Linthorst","M.Y.","Maria Ynskje","Marijke","","v","PvdA","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpxpbzf"
"02928","Loudon","A.A.","Aarnout Alexander","Aarnout","","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpyvbzg"
"02929","Lycklama à Nijeholt","G.","Geertje","Geertje","","v","PvdA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpyvbzh"
"02929","Lycklama à Nijeholt","G.","Geertje","Geertje","","v","PvdA","1e kamerlid","fractievoorzitter","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpyvbzh"
"02930","Poole","F.","Fré","Fré","le","v","PvdA","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpzuazi"
"02930","Poole","F.","Fré","Fré","le","v","PvdA","1e kamerlid","","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llpzuazi"
"02931","Rensema","J.","Jakob","Jaap","","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq10azj"
"02931","Rensema","J.","Jakob","Jaap","","m","VVD","1e kamerlid","","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq10azj"
"02932","Lodewijks","M.H.C.","Michel Henricus Cornelis","Michel","","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq10azk"
"02933","Blécourt-Maas","J.","Jacoba","Cobi","de","v","VVD","1e kamerlid","","","","2000-04-18","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq1zazl"
"02934","Roscam Abbing-Bos","F.M.","Francina Maria","Fransje","","v","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq1zazm"
"02934","Roscam Abbing-Bos","F.M.","Francina Maria","Fransje","","v","VVD","1e kamerlid","","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq1zazm"
"02935","Heukelum","J.J.","Jan Johannes","Jan","van","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq359zn"
"02935","Heukelum","J.J.","Jan Johannes","Jan","van","m","VVD","1e kamerlid","","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq359zn"
"02935","Heukelum","J.J.","Jan Johannes","Jan","van","m","VVD","1e kamerlid","","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq359zn"
"02936","Luijten","P.J.H.M.","Paulus Johannes Henricus Maria","Paul","","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq449zo"
"02936","Luijten","P.J.H.M.","Paulus Johannes Henricus Maria","Paul","","m","VVD","1e kamerlid","","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq449zo"
"02936","Luijten","P.J.H.M.","Paulus Johannes Henricus Maria","Paul","","m","VVD","1e kamerlid","","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq449zo"
"02937","Schoondergang-Horikx","J.A.","Jacoba Anna","Cobi","","v","GroenLinks","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq449zp"
"02937","Schoondergang-Horikx","J.A.","Jacoba Anna","Cobi","","v","GroenLinks","1e kamerlid","","","","1999-06-08","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq449zp"
"02938","Maas-de Brouwer","T.A.","Trude Albertine","Trude","","v","PvdA","1e kamerlid","","","","1998-09-08","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq5a9zq"
"02938","Maas-de Brouwer","T.A.","Trude Albertine","Trude","","v","PvdA","1e kamerlid","","","","2002-01-22","2003-06-09","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq5a9zq"
"02938","Maas-de Brouwer","T.A.","Trude Albertine","Trude","","v","PvdA","1e kamerlid","","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq5a9zq"
"02939","Varekamp","M.J.","Marius Johan","Marius","","m","VVD","1e kamerlid","","","","1995-06-13","1999-06-07","http://www.parlementairdocumentatiecentrum.nl/id/vg09llq5a9zr"
