Source	Target	date_in	date_out	rubriek
15593	3271			3610.0
15593	3272			3610.0
15593	3273			3610.0
15593	3274			3610.0
15593	3275			3610.0
15593	3276			3610.0
15593	3277			3611.0
15593	3278			3611.0
15593	3279			3611.0
15593	3280			3611.0
15593	3281	1992-01-01	2010-01-01	3611.0
15593	3282			3611.0
15593	3283			3611.0
15593	3284			3611.0
15593	3285			3611.0
15593	3286			3910.0
15594	3287	1981-09-17	1987-01-10	3500.0
15594	3288	1987-01-10	2016-01-27	3500.0
15594	3289	1992-01-01	2016-01-27	3610.0
15594	3290	1998-01-01	2016-01-27	3610.0
15594	3291	2012-01-01	2016-01-27	3610.0
15594	3292	2013-01-01	2016-01-27	3610.0
16047	3292	2019-01-03	2016-01-27	3610.0
15594	3293	2016-01-01	2016-01-27	3610.0
15594	3294			3610.0
15594	3295	2018-01-01	2016-01-27	3610.0
15594	3296	2019-01-01	2016-01-27	3610.0
15594	3297	2010-01-01	2016-01-27	3610.0
15594	3298	2011-01-10	2016-01-27	3610.0
16019	3298	2011-01-10	2016-01-27	3610.0
15594	3299			3611.0
15594	3300	1984-01-01	1996-01-01	3611.0
15594	3301	1995-01-01	2013-01-01	3611.0
16366	3301	1988-01-01	1999-01-01	3500.0
15594	3302	1998-01-01	2019-01-01	3611.0
15594	3303	1999-01-01	2018-01-01	3611.0
15594	3304	2011-01-01	2018-01-01	3611.0
15594	3305	2012-01-01	2019-01-01	3611.0
15595	3309	1970-01-01	1974-01-01	3611.0
16055	3309	1977-01-01	1995-01-01	3500.0
15596	3324	1987-01-01	1991-01-01	3500.0
15596	3325	1990-01-01	1991-01-01	3500.0
15596	3326	1993-01-01	1996-01-01	3500.0
15596	3327	1997-01-03	1998-01-03	3500.0
15596	3328	2019-01-01	2016-01-27	3610.0
15596	3329			3610.0
15596	3330			3610.0
16360	3330	2014-01-01	2016-01-27	3610.0
15596	3331	1979-01-01	1986-01-01	3611.0
15596	3332	1980-01-01	1985-01-01	3611.0
16128	3332	1977-01-01	1982-01-01	3611.0
15596	3333	1980-01-01	1981-01-01	3611.0
15596	3333	1981-01-01	1984-01-01	3611.0
15596	3334	1993-01-01	1996-01-01	3611.0
15596	3335	1997-01-01	2010-01-01	3611.0
15596	3335			3611.0
15596	3336	2019-01-01	2016-01-27	3611.0
15596	3337			3910.0
15597	3342	2015-01-01	2016-01-10	3500.0
15597	3342	2016-01-10	2019-01-09	3500.0
15597	3346			3900.0
15650	3346			3611.0
15650	3346			3900.0
15598	3347			3500.0
15598	3348	1998-04-14	2011-01-03	3500.0
15630	3348	1994-12-04	2012-01-04	3500.0
15630	3348	1998-01-09	2012-01-04	3520.0
15790	3348	1986-04-29	1994-01-08	3500.0
15914	3348	1990-12-04	1998-04-15	3500.0
16089	3348	2016-04-13	2016-07-12	3500.0
15598	3349	2014-01-07	2016-01-27	3500.0
15598	3350			3610.0
15598	3351	2015-01-05	2016-01-27	3610.0
15598	3352	1996-01-01	1997-01-01	3611.0
15598	3353	2010-01-01	2016-01-27	3611.0
15598	3354			3611.0
15598	3355			3611.0
15598	3356			3611.0
15598	3357			3611.0
15598	3358			3611.0
15598	3359			3611.0
15598	3360			3611.0
15598	3361			3611.0
15598	3362			3611.0
15598	3363			3611.0
15598	3364			3611.0
15598	3365			3611.0
15598	3366	2011-01-01	2016-01-27	3611.0
15925	3366	1985-01-01	1987-01-01	3611.0
16117	3366	2019-01-01	2010-01-01	3611.0
16211	3366	1989-01-01	1996-01-01	3611.0
15598	3367	2011-01-01	2016-01-27	3611.0
15598	3368	2011-01-01	2016-01-27	3611.0
15598	3369	2011-01-01	2016-01-27	3611.0
15598	3370	2010-01-11	2012-01-01	3611.0
15598	3371	2016-01-04	2016-01-27	3910.0
15598	3372	2016-01-04	2016-01-27	3910.0
15598	3373	2017-01-03	2016-01-27	3910.0
15599	3374	1979-01-01	1983-01-01	3500.0
15599	3375	1980-01-01	1982-01-01	3500.0
15599	3376	1983-01-01	1984-01-01	3500.0
15846	3376	1968-01-08	1970-01-08	3500.0
15850	3376	1980-01-01	1981-01-01	3500.0
15956	3376			3611.0
15599	3377	1984-01-01	1986-01-01	3500.0
15599	3378	1987-01-01	1991-01-01	3500.0
15599	3379	1988-01-04	2011-01-10	3500.0
15989	3379	1978-05-09	1986-04-29	3500.0
16272	3379	2010-11-03	2012-09-20	3500.0
15599	3380	1989-01-01	1991-01-01	3500.0
15599	3381	1991-01-01	2015-01-01	3500.0
15599	3381	2015-01-01	2016-01-27	3500.0
15599	3382	1988-01-01	2016-01-27	3610.0
15599	3383	1995-01-01	2016-01-27	3610.0
15962	3383			3611.0
16146	3383	1999-01-01	2012-01-01	3611.0
15599	3384	1997-01-01	2016-01-27	3610.0
15599	3385	2010-01-01	2016-01-27	3610.0
15599	3386			3900.0
15599	3387			3900.0
15600	3388	1986-04-29	1997-01-05	3500.0
15600	3389	1992-01-09	2011-01-12	3500.0
16175	3389	2016-01-01	2010-01-01	3500.0
16175	3389			3611.0
15600	3390			3610.0
15600	3391	2017-01-01	2016-01-27	3610.0
15600	3392	2013-01-09	2016-01-27	3610.0
15600	3393	2013-01-10	2016-01-27	3610.0
15600	3394	1973-01-01	1977-01-01	3611.0
15600	3394	1999-01-01	2011-01-01	3611.0
15600	3395	1986-01-01	1997-01-01	3611.0
15600	3396	1988-01-01	1992-01-01	3611.0
15600	3397	1988-01-01	1992-01-01	3611.0
15827	3397	1989-01-01	1995-01-01	3611.0
15600	3398	1988-01-01	2012-01-12	3611.0
15600	3399	1992-01-01	2015-01-01	3611.0
15600	3400	1994-01-01	2014-01-01	3611.0
15600	3401	1994-01-01	2014-01-01	3611.0
15600	3402	1997-01-01	2013-01-01	3611.0
15600	3402	2013-01-06	2014-01-06	3611.0
15600	3402			3900.0
15600	3403	2015-01-01	2019-01-01	3611.0
15600	3404	2015-01-01	2019-01-01	3611.0
15600	3405	2010-01-01	2012-01-01	3611.0
15600	3406	2010-01-04	2014-01-01	3611.0
16020	3406	2017-01-10	2016-01-27	3610.0
15600	3407			3900.0
15600	3408			3900.0
15600	3409			3900.0
15600	3410			3900.0
15600	3411			3900.0
15600	3412			3900.0
15600	3413			3900.0
15600	3414			3900.0
15600	3415	2012-01-01	2012-01-01	3910.0
15600	3416			3910.0
15601	3417	1962-01-01	1968-01-01	3500.0
16097	3417	2013-01-01	2015-01-01	3500.0
16197	3417	1996-01-01	1998-01-01	3500.0
15601	3424			3610.0
15601	3424			3611.0
15601	3425			3610.0
15601	3425	1996-01-01	2016-01-27	3611.0
15601	3425			3611.0
15601	3427			3611.0
15601	3427	1998-01-05	2016-01-01	3611.0
15601	3428	1982-01-01	1985-01-01	3611.0
15991	3428	1989-01-12	1995-01-01	3611.0
15601	3432	1990-01-01	1994-01-01	3611.0
15601	3432	1994-01-01	1998-01-01	3611.0
15852	3432	2015-03-06	2016-01-27	3910.0
15865	3432			3611.0
15866	3432			3611.0
15936	3432	1987-01-01	1991-01-01	3611.0
15936	3432	1990-01-01	1998-01-01	3611.0
16319	3432	2016-01-01	2010-01-01	3611.0
16323	3432			3611.0
16339	3432			3611.0
16365	3432			3611.0
16374	3432			3611.0
15602	15432	2002-07-26	2003-01-29	-9
15613	15432	2002-05-23	2003-01-29	-9
15620	15432	2002-05-28	2002-11-13	-9
15624	15432	2002-05-28	2002-10-02	-9
15628	15432	2002-05-23	2003-01-29	-9
15628	15432	2003-01-30	2006-08-16	-9
15640	15432	2002-05-23	2003-01-29	-9
15640	15432	2003-01-30	2006-11-29	-9
15645	15432	2002-05-23	2003-01-29	-9
15647	15432	2002-05-23	2003-01-29	-9
15648	15432	2002-05-23	2003-01-29	-9
15650	15432	2002-05-23	2003-01-29	-9
15650	15432	2003-01-30	2006-11-29	-9
15651	15432	2002-05-23	2003-01-29	-9
15652	15432	2002-05-23	2003-01-29	-9
15655	15432	2002-05-23	2003-01-29	-9
15656	15432	2002-05-23	2002-10-02	-9
15657	15432	2002-05-23	2003-01-29	-9
15658	15432	2002-05-23	2002-07-21	-9
15658	15432	2002-07-22	2002-07-23	-9
15659	15432	2002-05-23	2003-01-29	-9
15661	15432	2002-05-23	2003-01-29	-9
15662	15432	2002-05-23	2003-01-29	-9
15662	15432	2003-01-30	2006-09-24	-9
15663	15432	2002-05-23	2003-01-29	-9
15663	15432	2003-01-30	2006-11-29	-9
15673	15432	2002-05-23	2003-01-29	-9
15673	15432	2006-09-21	2006-11-29	-9
15675	15432	2002-05-23	2003-01-29	-9
15677	15432	2002-07-22	2002-10-15	-9
15678	15432	2002-07-22	2003-05-26	-9
15678	15432	2002-10-18	2003-05-26	-9
15680	15432	2003-01-30	2005-06-22	-9
15680	15432	2002-07-22	2003-05-26	-9
15684	15432	2003-06-10	2007-06-11	-9
15684	15432	2002-07-22	2003-05-26	-9
15685	15432	2002-07-22	2003-05-26	-9
15686	15432	2002-07-22	2003-05-26	-9
15687	15432	2002-07-22	2003-05-26	-9
15721	15432	2003-01-30	2006-07-03	-9
15603	15432	2002-09-09	2003-05-26	-9
15616	15432	2002-06-04	2003-01-29	-9
15653	15432	2002-05-23	2003-01-29	-9
15654	15432	2002-05-23	2003-01-29	-9
15660	15432	2002-05-23	2003-01-29	-9
15674	15432	2002-05-23	2003-01-29	-9
15679	15432	2002-07-22	2002-10-15	-9
15722	15432	2003-01-30	2006-11-29	-9
15604	3471	1984-01-01	1986-01-01	3500.0
15604	3472			3500.0
15604	3473	1991-01-01	1992-01-01	3500.0
15604	3474	1992-01-01	1997-01-01	3500.0
15604	3475	1993-01-01	1996-01-01	3500.0
15604	3476	1998-04-14	2011-01-01	3500.0
15604	3477	1997-01-01	2012-01-01	3500.0
15604	3478			3500.0
15604	3479			3500.0
15604	3480			3610.0
15604	3481			3610.0
15604	3482	2012-01-01	2016-01-27	3610.0
15604	3483	2012-01-01	2016-01-27	3610.0
15604	3484	1994-01-01	1998-01-01	3611.0
16321	3484			3520.0
15604	3485	1994-01-01	1998-01-01	3611.0
15604	3486	1998-01-01	2011-01-01	3611.0
15604	3487	2010-01-01	2012-01-01	3611.0
15604	3488			3611.0
15604	3489			3611.0
15604	3490			3611.0
15604	3491			3611.0
15604	3492	2012-01-01	2016-01-01	3611.0
15604	3493	2014-01-01	2019-01-01	3611.0
15604	3494	2017-01-01	2019-01-01	3611.0
15604	3495			3611.0
15604	3496			3611.0
15604	3497			3910.0
15605	3498			3500.0
15605	3499	1999-01-01	2011-01-01	3500.0
15605	3500			3500.0
15605	3501			3500.0
15605	3502			3500.0
15605	3503			3610.0
15605	3504			3610.0
15605	3505	2016-01-04	2018-01-03	3611.0
15605	3506	2016-01-04	2018-01-03	3611.0
15606	3507	1974-01-08	1978-01-08	3500.0
15606	3508	1976-01-08	2016-01-27	3500.0
15606	3509	1990-01-05	2012-12-04	3500.0
15606	3510	2012-01-01	2016-01-27	3500.0
15606	3511	2014-01-04	2016-01-27	3500.0
15606	3512			3610.0
15606	3513			3610.0
16358	3513			3611.0
15606	3514			3610.0
15606	3515			3610.0
15606	3516			3610.0
15606	3517			3611.0
15606	3518			3611.0
15606	3519	1992-01-01	2016-01-27	3611.0
15606	3520	1992-01-01	2016-01-27	3611.0
15606	3521	2011-01-01	2016-01-27	3611.0
15606	3522	1994-05-09	2016-01-27	3611.0
15606	3523			3611.0
15606	3524			3611.0
15606	3525			3611.0
15606	3526			3611.0
15606	3527			3611.0
15606	3528			3611.0
15606	3529			3611.0
15607	3530	1977-01-05	1988-01-09	3500.0
15607	3531	1988-01-01	2016-01-27	3500.0
15607	3532	1988-01-10	1996-01-09	3500.0
15607	3533	1997-01-05	2012-01-01	3500.0
15607	3534			3520.0
15816	3534	2018-01-04	2018-01-11	3520.0
15607	3535	1991-01-01	2010-01-01	3611.0
15607	3536	1993-01-01	2016-01-27	3611.0
15607	3537			3611.0
15607	3538	1995-01-01	2016-01-27	3611.0
15607	3539	1996-01-01	2016-01-27	3611.0
15607	3540			3611.0
15607	3541			3611.0
15607	3542			3611.0
15607	3543			3611.0
15607	3544			3611.0
15607	3545			3611.0
15607	3546	2014-01-04	2010-01-04	3611.0
15607	3547			3900.0
15608	3548	1995-01-01	2014-01-01	3500.0
15608	3549	2014-01-01	2015-01-01	3500.0
15608	3550	2015-01-01	2016-01-27	3500.0
15608	3551			3520.0
15608	3552			3520.0
15608	3553			3520.0
15608	3554	2011-01-04	2016-01-27	3610.0
15895	3554	1994-01-01	1998-01-05	3520.0
15608	3555	2013-01-01	2016-01-27	3610.0
15608	3556	2015-12-01	2016-01-27	3610.0
15608	3557			3611.0
15608	3558			3611.0
15608	3559			3611.0
15608	3560			3611.0
15608	3561			3611.0
15608	3562			3611.0
15608	3563	2013-09-02	2015-01-01	3611.0
15608	3564			3611.0
16146	3564	2012-01-01	2016-01-01	3500.0
16278	3564			3611.0
16293	3564	2015-01-01	2016-01-27	3610.0
15608	3565	2015-01-01	2016-01-27	3900.0
15768	3565	1992-01-01	1994-01-01	3500.0
15609	3566	1980-01-01	1984-01-01	3500.0
15609	3567	1984-01-01	1987-01-01	3500.0
15609	3568	1987-01-01	1990-01-01	3500.0
15609	3569	1990-01-01	1993-01-01	3500.0
15609	3570			3500.0
15609	3571	1993-01-01	1999-01-01	3500.0
15609	3571	1999-01-01	2012-01-03	3500.0
15779	3571	1984-03-15	1990-01-01	3500.0
15933	3571	1995-04-29	1997-01-11	3500.0
16128	3571	1981-01-01	1985-01-01	3611.0
16128	3571	1985-01-01	1987-01-01	3611.0
16295	3571	2018-01-01	2019-01-01	3500.0
16295	3571	2018-01-01	2010-01-01	3500.0
16295	3571	2013-01-01	2016-01-27	3500.0
16350	3571	2015-01-03	2010-01-01	3500.0
15609	3572			3610.0
15609	3573			3611.0
15610	3574	1984-01-02	1985-01-08	3500.0
15610	3575	1985-01-04	1990-01-01	3500.0
16085	3575	1985-01-01	1999-01-01	3500.0
15610	3576	1990-01-01	1994-01-09	3500.0
15610	3577	1990-01-04	1994-12-04	3500.0
15610	3578	1994-08-28	2011-01-02	3500.0
15610	3579	1998-01-04	2013-01-01	3500.0
15621	3579	1998-01-04	2012-01-06	3500.0
15610	3580	2011-01-02	2012-01-08	3500.0
15610	3581	2010-01-06	2012-04-24	3500.0
16270	3581	1999-01-08	2016-01-03	3500.0
15610	3582	2012-01-05	2016-01-27	3500.0
15610	3583	2011-01-01	2016-01-27	3610.0
15610	3584	1987-01-11	1990-01-01	3611.0
15610	3585	1990-01-08	1994-01-09	3611.0
15610	3586	1990-01-12	1994-01-08	3611.0
15610	3587	1997-01-04	2011-01-02	3611.0
15610	3588	1998-01-01	2012-06-09	3611.0
15610	3589	1998-01-04	2012-01-09	3611.0
15610	3590	1998-01-05	2012-01-09	3611.0
15611	3591	1990-01-05	1998-01-01	3500.0
15611	3592	1991-01-01	1998-04-14	3500.0
15611	3593	1998-01-01	1999-01-01	3500.0
15611	3594	2011-01-01	2014-01-01	3500.0
15611	3595	2014-01-01	2016-01-27	3500.0
15611	3596	2012-01-01	2016-01-27	3610.0
15611	3597	2017-01-05	2016-01-27	3610.0
15611	3598			3610.0
15611	3599			3611.0
15611	3600			3611.0
15611	3601			3611.0
15611	3602	1988-01-01	2014-01-01	3611.0
15611	3603			3611.0
15612	3604	1979-01-01	1981-01-01	3500.0
15612	3605	1984-01-01	1991-01-01	3500.0
15843	3605	1986-01-10	1990-01-01	3611.0
15612	3606	1991-01-01	1994-01-01	3500.0
15612	3607	1996-01-01	1999-01-01	3500.0
15612	3607	1998-01-10	2016-01-27	3611.0
15612	3608	1994-01-01	2012-01-05	3500.0
15612	3609	2014-01-01	2016-01-27	3500.0
15612	3610	2012-01-09	2016-01-27	3610.0
15612	3611			3611.0
15612	3611	2010-07-02	2010-01-11	3611.0
15612	3612			3611.0
15612	3613			3611.0
15612	3614	1994-01-01	1999-01-01	3611.0
15612	3615	1998-01-01	2016-01-27	3611.0
15612	3616	1999-01-01	2012-01-01	3611.0
15612	3617	1999-01-01	2016-01-27	3611.0
15612	3618	2012-01-05	2016-01-27	3611.0
15612	3619			3611.0
15612	3620			3611.0
15612	3621			3611.0
15612	3622			3611.0
15612	3623			3611.0
15612	3624	2010-01-01	2016-01-27	3611.0
15612	3625	2013-01-01	2016-01-27	3611.0
15612	3626	2016-01-01	2016-01-27	3611.0
15612	3627	2016-01-04	2016-01-27	3611.0
15612	3628	2017-01-01	2016-01-27	3611.0
15612	3629	2017-01-05	2016-01-27	3611.0
15612	3630	2018-01-01	2016-01-27	3611.0
15612	3631	2019-01-01	2016-01-27	3611.0
16374	3631			3611.0
15612	3632	2010-01-01	2012-01-01	3611.0
15612	3633			3611.0
15612	3634			3910.0
15697	3634			3910.0
15612	3635			3910.0
15612	3636			3910.0
15612	3637			3910.0
15612	3638	2015-01-01	2016-01-27	3910.0
15612	3639	2015-01-01	2016-01-27	3910.0
15612	3640	2017-01-01	2016-01-27	3910.0
15612	3641	2019-01-01	2016-01-27	3910.0
15612	3642	2019-01-01	2016-01-27	3910.0
15612	3643	2010-01-01	2016-01-27	3910.0
15612	3644	2010-01-01	2016-01-27	3910.0
15612	3645			3910.0
15613	3655	1982-01-01	1985-01-01	3611.0
15613	3655	1985-01-01	2010-01-01	3611.0
15614	3659	1974-01-01	1980-01-01	3500.0
15614	3659	1980-01-01	1988-01-01	3500.0
16124	3659	1999-01-01	2012-01-01	3500.0
16321	3659	2011-01-01	2015-01-01	3500.0
15614	3660	1988-01-01	1995-01-04	3500.0
15614	3661			3500.0
15614	3662	2010-01-09	2016-01-27	3610.0
15614	3663	2011-01-02	2016-01-27	3610.0
15614	3664	2011-01-01	2016-01-27	3610.0
15614	3665	2011-01-04	2016-01-27	3610.0
16374	3665	2018-01-12	2010-01-10	3611.0
15614	3666	2011-01-05	2016-01-27	3610.0
15614	3667	2011-01-06	2016-01-27	3610.0
15614	3668	2011-01-11	2016-01-27	3610.0
15614	3669	2011-01-12	2016-01-27	3610.0
15614	3670	2011-01-01	2016-01-27	3610.0
15614	3671	2012-01-12	2016-01-27	3610.0
15614	3672	2013-01-01	2016-01-27	3610.0
15614	3673	2013-05-23	2016-01-27	3610.0
15614	3674	2014-01-11	2016-01-27	3610.0
15614	3675	2015-01-07	2016-01-27	3610.0
15614	3676	2015-01-07	2016-01-27	3610.0
15614	3677			3611.0
15614	3678			3611.0
15614	3679			3611.0
15614	3680			3611.0
15614	3681			3611.0
15614	3682	2017-01-06	2016-01-27	3611.0
15614	3683			3611.0
15614	3684	2011-01-01	2014-01-07	3611.0
15617	3702	2012-02-01	2012-01-06	3500.0
16037	3702	2016-02-05	2016-05-31	3500.0
16037	3702	2019-09-22	2010-11-03	3500.0
16091	3702	2012-01-01	2016-11-30	3500.0
15617	3703			3610.0
15617	3704			3610.0
15617	3705			3611.0
15617	3706			3611.0
15617	3707			3611.0
15617	3708			3611.0
15617	3709			3611.0
15799	3709			3611.0
15860	3709	2010-01-01	2016-01-01	3611.0
16358	3709			3610.0
16362	3709	2018-01-12	2016-01-27	3610.0
16374	3709	2016-01-01	2018-01-12	3611.0
15617	3710			3910.0
15617	3711			3910.0
15618	3712	2012-01-08	2016-01-27	3500.0
15618	3713			3510.0
15618	3714	2014-01-11	2016-01-27	3510.0
16235	3714	2018-01-01	2016-01-27	3610.0
15618	3715	1997-01-01	1998-01-01	3520.0
15618	3715	1998-01-01	2010-01-01	3520.0
16164	3715	1997-01-01	2016-01-27	3900.0
16291	3715	1992-01-01	1997-01-01	3520.0
15618	3716	2010-01-01	2016-01-27	3520.0
15618	3717	2015-01-01	2016-01-27	3610.0
15618	3718			3610.0
15618	3719	2012-01-12	2016-01-27	3610.0
15618	3720	2013-01-09	2016-01-27	3610.0
15618	3721	2014-12-09	2016-01-27	3610.0
15618	3722			3611.0
15618	3723			3611.0
15618	3724			3611.0
15618	3725			3611.0
15618	3726			3611.0
15618	3727			3910.0
15619	3728	1996-01-01	2012-01-01	3500.0
15768	3728			3520.0
16077	3728			3611.0
15619	3729	2010-01-01	2012-01-06	3500.0
15619	3730	2016-01-01	2016-01-27	3500.0
15619	3731	2018-01-02	2010-01-12	3500.0
15619	3732	2015-03-26	2016-01-27	3500.0
15619	3733			3610.0
15619	3734	2017-01-01	2016-01-27	3610.0
15619	3735	2019-01-01	2016-01-27	3610.0
15619	3736	2010-01-01	2016-01-27	3610.0
15619	3737	2013-01-01	2016-01-27	3610.0
15619	3738	2014-01-01	2016-01-27	3610.0
15619	3739	2014-01-01	2016-01-27	3610.0
15619	3740	2014-01-01	2016-01-27	3610.0
15619	3741	2015-01-01	2016-01-27	3610.0
15619	3742	2015-01-01	2016-01-27	3610.0
16134	3742	2012-01-01	2016-01-27	3610.0
15619	3743	1988-01-01	1991-01-01	3611.0
15619	3744	1989-01-01	2010-01-01	3611.0
15619	3745	1989-01-01	1991-01-01	3611.0
15619	3746	1991-01-01	2010-01-01	3611.0
15619	3747	1991-01-01	1995-01-01	3611.0
15619	3748	1995-01-01	1998-01-01	3611.0
15619	3749	1998-01-01	1999-01-01	3611.0
16008	3749	1998-01-01	1999-01-01	3611.0
15619	3750	1995-01-11	2010-01-01	3611.0
15619	3751	1995-01-01	2010-01-01	3611.0
15619	3752	1995-01-01	2010-01-01	3611.0
15619	3753	2010-01-01	2012-01-01	3611.0
15619	3754	2011-01-01	2014-01-01	3611.0
15619	3755	2016-01-01	2018-01-01	3611.0
15619	3756	2016-01-01	2019-01-01	3611.0
15912	3756			3611.0
15619	3757	2018-01-01	2010-01-01	3611.0
15619	3758	2016-01-01	2018-01-01	3611.0
15619	3759	2016-01-01	2018-01-01	3611.0
15619	3760	2014-01-01	2010-01-01	3910.0
15619	3761	2017-01-01	2018-01-01	3910.0
15619	3762	2011-01-01	2016-01-27	3910.0
15620	3763			3500.0
15884	3763	2013-04-15	2019-01-01	3611.0
15898	3763	2012-01-05	2016-01-27	3610.0
15997	3763	2010-01-09	2016-01-27	3500.0
15620	3764			3500.0
15620	3765			3500.0
15620	15433	2002-11-14	2003-01-29	-9
15621	3766	2015-01-12	2016-01-27	3500.0
15621	3767	2011-01-03	2016-01-27	3610.0
15621	3768	1997-01-09	2011-01-11	3611.0
15621	3768	2011-01-11	2012-01-06	3611.0
15621	3768	2012-01-06	2017-01-02	3611.0
15621	3769	1998-01-03	2010-01-06	3611.0
15621	3770			3900.0
15622	3772			3500.0
15708	3772	2015-01-03	2016-01-27	3500.0
15829	3772	1995-01-05	1998-03-08	3611.0
16022	3772	2017-01-01	2019-01-01	3611.0
15622	3773	1986-04-29	2016-11-04	3500.0
15622	3773	2010-11-03	2010-05-25	3500.0
15622	3773	2014-03-27	2016-01-27	3500.0
15622	3774	1994-12-04	2012-01-04	3500.0
15729	3774	1988-01-01	1989-01-07	3500.0
15729	3774	1989-01-07	1989-01-10	3500.0
16148	3774			3611.0
15623	3783	2010-01-07	2012-01-07	3500.0
15623	3784	2010-01-12	2012-01-01	3500.0
15623	3784	2012-01-06	2016-01-27	3500.0
15623	3785			3520.0
15623	3786			3610.0
15873	3786	2014-01-01	2016-01-27	3611.0
16122	3786	2019-01-06	2016-01-27	3610.0
15623	3787	1999-01-02	2016-01-27	3611.0
15623	3788	2010-01-09	2016-01-27	3611.0
15623	3789			3611.0
15623	3790	2011-11-25	2012-01-01	3611.0
15623	3791			3611.0
15623	3792	2016-01-04	2016-01-27	3611.0
15623	3793	2015-01-03	2010-01-01	3611.0
15623	3794			3611.0
15624	3795	1991-01-01	2016-01-27	3500.0
15624	3796	1998-01-01	2012-01-01	3500.0
15624	3797			3500.0
15624	3798			3500.0
15624	3799	2012-01-11	2016-01-27	3520.0
15624	15434	2002-10-01	2003-01-29	-9
15656	15434	2002-10-03	2003-01-29	-9
15625	3800	1990-01-04	1999-09-14	3500.0
15625	3801	1998-01-06	2010-01-12	3500.0
15625	3802	1994-04-13	1998-04-14	3500.0
15625	3803	2010-01-01	2016-01-01	3500.0
15625	3804	2012-01-01	2016-01-27	3500.0
15625	3805	2013-02-04	2013-09-26	3500.0
15625	3806	2014-06-06	2016-01-27	3500.0
15625	3807			3610.0
15625	3808			3610.0
15625	3809			3610.0
15625	3810			3610.0
15625	3810			3910.0
15625	3811	1978-01-01	1984-01-01	3611.0
15625	3812	1980-01-01	1986-01-01	3611.0
15625	3813	1992-01-01	2012-01-01	3611.0
15625	3813	1999-01-04	2012-01-01	3611.0
15625	3814	1994-01-01	1996-01-01	3611.0
15625	3814	1996-01-01	2012-01-01	3611.0
15625	3815	1996-01-01	1999-01-01	3611.0
15625	3816	1998-01-01	2016-01-27	3611.0
15625	3817	1998-01-01	1999-01-01	3611.0
15625	3818	1998-01-01	2010-01-01	3611.0
15625	3819	1997-01-01	1999-01-01	3611.0
15625	3820	1999-01-01	2012-01-01	3611.0
15625	3821	1999-01-01	2014-01-01	3611.0
15625	3822	2010-01-01	2014-01-01	3611.0
15625	3823	1999-01-01	2012-01-01	3611.0
15625	3824	2010-01-01	2012-01-01	3611.0
15625	3825	2010-01-01	2012-01-01	3611.0
15625	3826	2011-01-01	2016-01-27	3611.0
15625	3827	2013-01-01	2016-01-27	3611.0
15625	3828	2013-01-01	2016-01-27	3611.0
15625	3829			3611.0
15807	3829	1996-01-10	2016-01-27	3611.0
15625	3830			3611.0
15625	3831	2016-01-12	2016-01-27	3611.0
16021	3831	2016-01-01	2016-01-27	3610.0
16123	3831			3611.0
15625	3832	2016-01-12	2016-01-27	3611.0
15625	3833	2017-01-01	2010-01-01	3611.0
15625	3834	2018-01-04	2016-01-27	3611.0
15625	3835			3611.0
15625	3836	2011-01-01	2016-01-27	3611.0
15625	3837	2016-01-04	2016-01-27	3910.0
15625	3838	2016-01-04	2016-01-27	3910.0
15625	3839	2016-01-04	2016-01-27	3910.0
15625	3840			3910.0
15625	3841			3910.0
15625	3842			3910.0
15625	3843			3910.0
15626	3844	1983-01-01	1984-01-01	3500.0
15626	3845	1984-01-01	1986-01-01	3500.0
15626	3846	1986-01-01	1988-01-01	3500.0
15626	3847	1989-01-01	1991-01-01	3500.0
15626	3848	1991-01-01	1996-01-01	3500.0
15626	3849			3500.0
15626	3850	1996-01-01	1997-01-01	3500.0
15626	3851	1997-01-01	2012-01-01	3500.0
15626	3852	1998-01-01	2010-01-01	3500.0
15626	3853	2012-01-01	2016-01-27	3500.0
15626	3853	2016-01-04	2016-01-27	3611.0
15626	3854	2018-01-01	2019-01-01	3500.0
15626	3855	2019-01-01	2016-01-27	3500.0
15626	3856	2010-01-01	2016-01-27	3500.0
15626	3857			3520.0
15626	3858			3610.0
15626	3858			3611.0
15626	3859			3610.0
15626	3860	2011-01-01	2016-01-27	3610.0
15626	3861	2013-01-12	2016-01-27	3610.0
15626	3862			3611.0
15626	3863			3611.0
15626	3864			3611.0
15626	3865			3611.0
15626	3866			3611.0
15626	3867			3611.0
15626	3868			3611.0
15626	3869	2016-01-04	2016-01-27	3611.0
15626	3870	2016-01-04	2016-01-27	3611.0
15626	3871	2016-01-04	2016-01-27	3611.0
15626	3872			3611.0
15626	3873			3611.0
15626	3874	2016-01-04	2016-01-27	3910.0
15626	3875	2018-01-04	2016-01-27	3910.0
15626	3876	2018-01-04	2016-01-27	3910.0
15626	3877			3910.0
15626	3878	2018-02-19	2016-01-27	3910.0
15627	3879	1986-01-01	1990-01-01	3500.0
15627	3880	1990-01-01	1993-01-01	3500.0
15627	3881	1993-01-01	1995-01-01	3500.0
15627	3882	1995-01-01	1999-01-01	3500.0
15627	3883	1998-01-04	2011-01-09	3500.0
15627	3884	1999-01-01	2012-01-05	3500.0
15627	3885	2011-01-06	2016-01-27	3500.0
15627	3886	1997-01-01	1999-01-01	3520.0
15627	3887			3520.0
15627	3888			3610.0
15627	3889	2015-01-12	2016-01-27	3610.0
15627	3890			3611.0
15627	3891			3611.0
